PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Nicolas Batum,POR,79,18.4,5.4,2,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,1.1,1.7,2.8,0.9,0.6,0.5,0.6,7
Anthony Carter,DEN,78,22.9,5.3,2.1,4.9,43.3,0.3,1.1,23.9,0.7,1,73.1,0.5,2.1,2.6,4.7,1.2,0.2,2,8.9
Anthony Johnson,ORL,80,18.5,5.3,1.9,4.8,40.4,0.7,1.7,39.1,0.8,1,75.3,0.4,1.5,1.8,2.5,0.6,0.1,1,6.1
Arron Afflalo,DET,74,16.7,4.9,1.8,4.1,43.7,0.6,1.4,40.2,0.8,1,81.7,0.4,1.4,1.8,0.6,0.4,0.2,0.6,4.8
Tony Battie,ORL,77,15.6,4.8,2.1,4.2,48.9,0,0.1,22.2,0.7,1.1,65.9,1.2,2.4,3.6,0.4,0.3,0.3,0.6,6.4
Hilton Armstrong,NOH,70,15.6,4.8,2,3.5,56.1,0,0,0,0.9,1.4,63.3,1.2,1.6,2.8,0.4,0.4,0.6,1.1,5.8
Dominic McGuire,WAS,79,26.2,4.5,1.8,4.1,43.2,0,0.1,50,0.9,1.3,72.5,1.4,4,5.4,2.5,0.8,0.9,1.2,10.3
Sergio Rodriguez,POR,80,15.3,4.5,1.6,4.1,39.2,0.5,1.4,32.5,0.8,1,79.2,0.5,1.1,1.6,3.6,0.7,0,1.5,6.2
Kurt Thomas,SAS,79,17.8,4.3,1.9,3.8,50.3,0,0,0,0.5,0.6,82.2,1.7,3.4,5.1,0.8,0.4,0.7,0.5,8.9
Lou Amundson,PHX,76,13.7,4.2,1.8,3.3,53.6,0,0,0,0.7,1.6,44.2,1.7,1.9,3.6,0.4,0.4,0.9,0.7,6.3
Roko Ukic,TOR,72,12.4,4.2,1.7,4.5,38,0.2,0.9,17.7,0.6,0.8,73.3,0.4,0.7,1,2.1,0.4,0,0.8,3.9
Antonio Daniels,NOH,74,13.8,4.1,1.3,3.2,41.9,0.3,0.8,36.7,1.1,1.4,80,0.1,1,1,2.4,0.4,0,0.8,4.9
Mikki Moore,BOS,70,17.2,3.9,1.6,2.9,55.3,0,0,0,0.7,0.9,78.7,1.1,2.6,3.7,0.8,0.2,0.3,0.7,6.7
Reggie Evans,PHI,79,14.4,3.3,1,2.3,44.4,0,0,0,1.3,2.2,59.4,1.7,2.9,4.6,0.3,0.5,0.1,0.9,5.8
Royal Ivey,PHI,71,12.1,3,1,2.9,33.2,0.5,1.6,34.2,0.5,0.6,79.1,0.3,0.8,1.1,0.6,0.5,0.1,0.3,2.8
Bruce Bowen,SAS,80,18.8,2.7,1,2.3,42.2,0.5,1.2,42.9,0.2,0.3,53.8,0.2,1.6,1.8,0.5,0.5,0.2,0.3,3.8
Brevin Knight,UTA,74,12.7,2.4,0.9,2.6,34.9,0,0.1,0,0.6,0.9,75,0.2,1,1.2,2.6,0.9,0.1,0.9,4.4
DeSagana Diop,CHA,75,13.8,2.3,1,2.3,43.3,0,0,0,0.3,0.9,33.3,1.5,2.1,3.6,0.4,0.4,0.7,0.5,5.1
Chuck Hayes,HOU,71,12.1,1.3,0.6,1.6,37.2,0,0.1,0,0.1,0.3,36.8,1,2.5,3.5,0.6,0.5,0.3,0.4,4.6
