PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Junior Harrington,DEN,82,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25,0.9,1.4,65.2,0.5,2.5,3,3.4,1,0.2,1.9,6.7
Milt Palacio,CLE,80,24.7,5,2,4.9,41.8,0.1,0.5,21.6,0.8,1.1,74.7,0.6,2.3,2.9,3.2,0.9,0.2,1.6,7.5
Mark Blount,BOS,81,17.3,5,1.9,4.3,43.2,0,0,0,1.2,1.7,72.7,1.4,2.4,3.8,0.7,0.5,0.8,1.3,6.6
Alan Henderson,ATL,82,18.2,4.8,1.9,4,46.8,0,0,0,1.1,1.7,63.8,1.9,3,4.9,0.5,0.4,0.4,0.7,7.5
Andrew DeClercq,ORL,77,17.2,4.7,1.9,3.6,53.4,0,0,0,0.9,1.4,64.4,1.8,2.6,4.4,0.7,0.5,0.5,1.1,7.5
Bo Outlaw,PHX,80,22.5,4.7,1.9,3.5,55,0,0,0,0.9,1.5,62.1,1.7,2.9,4.6,1.4,0.6,0.9,1,9.2
Mark Jackson,UTA,82,17.9,4.7,1.8,4.5,39.8,0.3,1.2,28.4,0.7,1,76.3,0.4,1.7,2.1,4.6,0.6,0,1.9,7.2
Kelvin Cato,HOU,73,17.1,4.5,1.8,3.5,52,0,0.1,0,0.9,1.7,53.2,1.8,4.1,5.9,0.3,0.5,1.2,0.8,9.1
Bryon Russell,WAS,70,19.8,4.5,1.5,4.4,35.3,0.7,2,32.9,0.8,1,76.8,0.6,2.4,3,1,1,0.1,0.8,5.8
George Lynch,NOH,81,18.5,4.5,1.8,4.4,40.9,0.3,1,35.4,0.5,0.9,55.4,1.7,2.6,4.4,1.3,0.8,0.2,0.6,7.5
Adrian Griffin,DAL,74,18.6,4.4,2,4.6,43.3,0.1,0.3,25,0.4,0.4,84.4,1.2,2.4,3.6,1.4,1,0.1,0.6,7.2
Michael Doleac,NYK,75,13.9,4.4,1.9,4.6,42.6,0,0,0,0.5,0.6,78.3,0.9,2.1,2.9,0.6,0.2,0.2,0.7,4.9
Moochie Norris,HOU,82,16.8,4.4,1.6,4,40.6,0.1,0.5,24.4,1,1.4,68.4,0.5,1.5,1.9,2.4,0.7,0,1,5.5
Sean Rooks,LAC,70,19.2,4.2,1.8,4.2,42.1,0,0,0,0.7,0.8,81,0.8,2.3,3.1,1,0.5,0.6,0.9,5.9
Kevin Willis,SAS,71,11.8,4.2,1.7,3.6,47.9,0,0,0,0.7,1.2,61.4,1.2,2,3.2,0.3,0.3,0.3,0.8,5.1
Trenton Hassell,CHI,82,24.4,4.2,1.8,4.8,36.7,0.2,0.5,32.5,0.5,0.7,74.5,0.5,2.7,3.1,1.8,0.5,0.7,1,6.2
Steve Kerr,SAS,75,12.7,4,1.5,3.4,43,0.7,1.7,39.5,0.4,0.5,88.2,0.2,0.6,0.8,0.9,0.4,0,0.5,3.7
Nikoloz Tskitishvili,DEN,81,16.3,3.9,1.4,4.9,29.3,0.5,1.9,24.3,0.6,0.8,73.8,0.8,1.4,2.2,1.1,0.4,0.4,1,3.3
Brian Shaw,LAL,72,12.5,3.5,1.4,3.6,38.7,0.5,1.5,34.9,0.1,0.2,66.7,0.3,1.4,1.7,1.4,0.4,0.2,0.8,4.1
Raja Bell,DAL,75,15.6,3.1,1.2,2.8,44.1,0.3,0.7,41.2,0.3,0.5,67.6,0.6,1.3,1.9,0.8,0.7,0.1,0.6,4.3
Stacey Augmon,NOH,70,12.3,3,1.1,2.7,41.1,0,0.1,0,0.8,1,75,0.4,1.3,1.7,1,0.4,0.1,0.6,3.8
Michael Curry,DET,78,19.9,3,1.2,2.9,40.2,0.2,0.7,29.6,0.5,0.6,80,0.2,1.4,1.6,1.3,0.6,0.1,0.6,4.2
Kareem Rush,LAL,76,11.5,3,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,2.5
Jeryl Sasser,ORL,75,13.7,2.6,0.9,2.8,30.9,0.2,0.6,29.5,0.7,1,67.9,0.9,1.6,2.5,0.9,0.6,0.2,0.5,3.9
Darvin Ham,ATL,75,12.3,2.4,0.9,2.1,44.7,0,0,0,0.5,1.1,48.1,1,1.1,2,0.5,0.2,0.3,0.9,2.8
Jeff Foster,IND,77,10.4,2.1,0.8,2.3,36,0,0,0,0.4,0.8,54,1.5,2.1,3.6,0.7,0.4,0.3,0.4,4.7
DeSagana Diop,CLE,80,11.8,1.5,0.7,1.9,35.1,0,0,0,0.1,0.4,36.7,0.8,1.9,2.7,0.5,0.4,1,0.7,4
