PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Calvin Booth,SEA,71,17,4.9,1.9,4.1,46.6,0,0,0,1.1,1.3,79.8,1.2,2.7,3.9,0.4,0.2,1.4,0.6,7.8
Robert Horry,SAS,81,15.9,4.8,1.7,4.3,40.5,0.5,1.3,38,0.9,1.3,64.5,1.3,2,3.4,1.2,0.6,0.6,0.7,6.9
Sasha Pavlovic,UTA,79,14.5,4.8,1.9,4.8,39.6,0.2,0.9,27.1,0.8,1.1,77.4,0.6,1.5,2,0.8,0.5,0.2,0.8,4.4
George Lynch,NOH,78,21.8,4.8,1.9,4.8,39.7,0.6,1.8,30.9,0.4,0.7,66.7,1.2,2.8,4,1.5,0.6,0.2,0.8,7.2
Bo Outlaw,MEM,82,19.6,4.6,1.9,3.8,51,0,0,0,0.7,1.4,52.6,1.5,2.6,4.2,1.1,0.9,0.9,0.8,8.3
Darius Songaila,SAC,73,13.4,4.6,1.8,3.7,48.7,0,0,0,1,1.2,80.7,1.2,1.8,3.1,0.7,0.6,0.2,0.6,6.4
Michael Doleac,DEN,72,14.2,4.5,1.9,4.5,43.5,0,0,0,0.6,0.7,86.5,1.2,2.5,3.7,0.6,0.3,0.5,0.7,6.3
Boris Diaw,ATL,76,25.3,4.5,1.8,4.1,44.7,0.1,0.3,23.1,0.7,1.2,60.2,1.5,3,4.5,2.4,0.8,0.5,1.7,8.2
Kyle Korver,PHI,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,3.5
Dale Davis,POR,76,22.1,4.4,1.8,3.7,47.3,0,0,0,0.9,1.4,61.3,2.1,3.2,5.2,0.9,0.6,0.8,0.5,8.9
Kevin Ollie,CLE,82,17.1,4.2,1.2,3.1,37,0,0.1,44.4,1.8,2.1,83.5,0.3,1.8,2.1,2.9,0.6,0.1,1,6.5
Bryon Russell,LAL,72,13.1,4,1.4,3.4,40.2,0.6,1.6,38.4,0.7,0.9,76.9,0.4,1.6,2,1,0.4,0.2,0.5,4.9
David West,NOH,71,13.1,3.8,1.5,3.2,47.4,0,0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,7
Jacque Vaughn,ATL,71,18,3.8,1.5,3.9,38.6,0,0.3,15,0.7,1,77.9,0.2,1.5,1.6,2.7,0.6,0,1.2,5
Mark Madsen,MIN,72,17.3,3.6,1.4,2.8,49.5,0,0.1,0,0.8,1.6,48.3,1.9,1.9,3.8,0.4,0.5,0.3,0.7,5.5
Chris Andersen,DEN,71,14.5,3.4,1.3,2.9,44.3,0,0,0,0.9,1.5,58.9,1.3,2.9,4.2,0.5,0.5,1.6,0.7,7.3
Andrew DeClercq,ORL,71,17,3.2,1.3,2.7,47.7,0,0,0,0.6,0.8,81.5,1.8,2.6,4.5,0.6,0.7,0.5,0.8,7.1
Michael Curry,TOR,70,17.5,2.9,1.1,2.8,38.8,0,0.2,20,0.7,0.8,84.5,0.3,0.9,1.2,0.8,0.3,0.1,0.7,2.8
Reggie Evans,SEA,75,17.1,2.9,0.9,2.2,40.6,0,0,0,1.1,2,56.1,2.1,3.4,5.4,0.4,0.7,0.1,0.9,6.6
Luke Walton,LAL,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,4.2
